typepsc;stypepsc;nnn;lib_stype;surf;symb_surf;d_symb_surf;lin;symb_lin;d_symb_lin;pt;symb_pct;d_symb_pct;etiquette;plu_psmv;classement
18;00;001;Périmètre comportant des orientations d’aménagement et de programmation (OAP);S;PSC-S_18-00_001;Ligne simple\n• couleur : RVB 205,100,255 (#cd64ff)\n• largeur de trait : 3 pt\n• modèle de tiret personnalisé (tiret | espace) : [3-2-3-2-3-2] pt\n• style de cap : plat\n• style de jointure : angle droit;;;;;;;18-00 à 16_001;psmv;symbole
18;01;001;OAP de projet (sans règlement);S;PSC-S_18-01_001;;;;;;;;18-01_001;psmv;sous-code
18;02;001;OAP entrées de ville;S;PSC-S_18-02_001;;;;;;;;18-02_001;psmv;sous-code
18;03;001;OAP comprenant des dispositions relatives à l'équipement commercial et artisanal;S;PSC-S_18-03_001;;;;;;;;18-03_001;psmv;sous-code
18;04;001;OAP comprenant des dispositions relatives à l'équipement commercial et artisanal;S;PSC-S_18-04_001;;;;;;;;18-04_001;psmv;sous-code
18;05;001;OAP comprenant des dispositions relatives à l'équipement commercial et artisanal;S;PSC-S_18-05_001;;;;;;;;18-05_001;psmv;sous-code
18;06;001;OAP comprenant des dispositions relatives à l'équipement commercial et artisanal;S;PSC-S_18-06_001;;;;;;;;18-06_001;psmv;sous-code
18;07;001;OAP comprenant des dispositions relatives à l'équipement commercial et artisanal;S;PSC-S_18-07_001;;;;;;;;18-07_001;psmv;sous-code
18;08;001;OAP relatives aux transports et aux déplacements;S;PSC-S_18-08_001;;;;;;;;18-08_001;psmv;sous-code
18;09;001;OAP relatives aux espaces publics en zone d’aménagement concerté;S;PSC-S_18-09_001;;;;;;;;18-09_001;psmv;sous-code
18;10;001;OAP relatives aux ouvrages publics, installations d’intérêt général et espaces verts en zone d’aménagement concerté;S;PSC-S_18-10_001;;;;;;;;18-10_001;psmv;sous-code
18;11;001;OAP valant création de zone d’aménagement concerté;S;PSC-S_18-11_001;;;;;;;;18-11_001;psmv;sous-code
18;12;001;OAP secteurs de renaturation;S;PSC-S_18-12_001;;;;;;;;18-12_001;psmv;sous-code
18;13;001;OAP relatives à la protection des franges urbaines et rurales;S;PSC-S_18-13_001;;;;;;;;18-13_001;psmv;sous-code
18;14;001;OAP recul du trait de côte;S;PSC-S_18-14_001;;;;;;;;18-14_001;psmv;sous-code
18;15;001;OAP trames vertes et bleues;S;PSC-S_18-15_001;;;;;;;;18-15_001;psmv;sous-code
18;16;001;OAP zone d’accélération de la production d’énergies renouvelables;S;PSC-S_18-16_001;;;;;;;;18-16_001;psmv;sous-code
19;00;001;Secteur protégé en raison de la richesse du sol et du sous-sol;S;PSC-S_19-00_001;Motif de points\n• distance horizontale : 19 pt\n• distance verticale : 19 pt\n\n    Symbole de police\n    • caractère(s) : unicode 176\n    • couleur de remplissage : RVB 137,68,68 (#894444)\n    • famille de police : Wingdings 2\n    • taille : 12 pt\n\nLigne simple\n• couleur : RVB 137,68,68 (#894444)\n• largeur de trait : 0.8 pt\n• style de trait : ligne continue;;;;;;;19-00_001;plu;symbole
20;00;001;Secteur à transfert de constructibilité en zone N;S;PSC-S_20-00_001;Motif de points\n• distance horizontale : 13 pt\n• distance verticale : 13 pt\n\n    Symbole simple\n    • couleur de remplissage : RVB 38,140,0 (#268c00)\n    • couleur de trait : RVB 38,140,0 (#268c00)\n    • largeur de trait : 0.8 pt\n    • nom du symbole : circle\n    • style de trait : ligne continue\n    • taille : 2 pt\n\nLigne simple\n• couleur : RVB 38,140,0 (#268c00)\n• largeur de trait : 0.8 pt\n• style de trait : ligne continue;;;;;;;20-00_001;plu;symbole
22;00;001;Diversité commerciale à protéger ou à développer;S;PSC-S_22-00_001;Motif de points\n• distance horizontale : 10 pt\n• distance verticale : 10 pt\n\n    Symbole simple\n    • couleur de trait : RVB 130,130,130 (#828282)\n    • largeur de trait : 0.8 pt\n    • nom du symbole : cross2\n    • style de trait : ligne continue\n    • taille : 4 pt\n\nLigne simple\n• couleur : RVB 130,130,130 (#828282)\n• largeur de trait : 0.8 pt\n• style de trait : ligne continue;L;PSC-L_22-00_001;Ligne de symboles\n• intervalle : 8 pt\n\n    Symbole simple\n    • couleur de trait : RVB 130,130,130 (#828282)\n    • largeur de trait : 0.8 pt\n    • nom du symbole : cross2\n    • style de jointure : angle droit\n    • style de trait : ligne continue\n    • taille : 4 pt;P;PSC-P_22-00_001;Symbole simple\n• couleur de trait : RVB 130,130,130 (#828282)\n• largeur de trait : 0.8 pt\n• nom du symbole : cross2\n• style de trait : ligne continue\n• taille : 6 pt;22-00 à 04_001;plu;symbole
22;01;001;Diversité commerciale à protéger;S;PSC-S_22-01_001;;L;PSC-L_22-01_001;;P;PSC-P_22-01_001;;22-01_001;plu;sous-code
22;02;001;Diversité commerciale à développer;S;PSC-S_22-02_001;;L;PSC-L_22-02_001;;P;PSC-P_22-02_001;;22-02_001;plu;sous-code
22;03;001;Linéaire commercial protégé;S;PSC-S_22-03_001;;L;PSC-L_22-03_001;;P;PSC-P_22-03_001;;22-03_001;plu;sous-code
22;04;001;Linéaire commercial protégé renforcé;S;PSC-S_22-04_001;;L;PSC-L_22-04_001;;P;PSC-P_22-04_001;;22-04_001;plu;sous-code
23;00;001;Secteur avec taille minimale des logements en zone U et AU;S;PSC-S_23-00_001;Motif de points\n• distance horizontale : 8 pt\n• distance verticale : 8 pt\n\n    Symbole simple\n    • couleur de remplissage : RVB 255,170,0 (#ffaa00)\n    • nom du symbole : circle\n    • taille : 1.5 pt\n\nLigne simple\n• couleur : RVB 255,170,0 (#ffaa00)\n• largeur de trait : 0.8 pt\n• style de trait : ligne continue;;;;;;;23-00_001;plu;symbole
24;00;001;Voies, chemins, transport public à conserver et à créer;S;PSC-S_24-00_001;Ligne hachurée\n• intervalle : 5.5 pt\n• longueur de hachure : 2.5 pt\n\n    Ligne simple\n    • couleur : RVB 0,0,0 (#000000)\n    • largeur de trait : 1 pt\n    • style de cap : plat\n    • style de jointure : angle droit\n    • style de trait : ligne continue;L;PSC-L_24-00_001;Ligne hachurée\n• intervalle : 4 pt\n• longueur de hachure : 2.5 pt\n\n    Ligne simple\n    • couleur : RVB 0,0,0 (#000000)\n    • largeur de trait : 1 pt\n    • style de cap : plat\n    • style de jointure : angle droit\n    • style de trait : ligne continue;;;;24-00 à 04_001;plu;symbole
24;01;001;Voies de circulation à créer, modifier ou conserver;S;PSC-S_24-01_001;;L;PSC-L_24-01_001;;;;;24-01_001;plu;sous-code
24;02;001;Voies de circulation à modifier;S;PSC-S_24-02_001;;L;PSC-L_24-02_001;;;;;24-02_001;plu;sous-code
24;03;001;Voies de circulation à créer;S;PSC-S_24-03_001;;L;PSC-L_24-03_001;;;;;24-03_001;plu;sous-code
24;04;001;Voies de circulation à conserver;S;PSC-S_24-04_001;;L;PSC-L_24-04_001;;;;;24-04_001;plu;sous-code
24;50;001;Passage ou liaison piétonne à maintenir ou à créer;;;;L;PSC-L_24-50_001;Ligne de symboles\n• intervalle : 13.5 pt\n\n    Symbole de police\n    • caractère(s) : unicode 134\n    • couleur de remplissage : RVB 255,0,0 (#ff0000)\n    • décalage (en x, en y) : 6,0 pt\n    • famille de police : Wingdings 3\n    • taille : 10 pt\n\n    Symbole de police\n    • caractère(s) : unicode 133\n    • couleur de remplissage : RVB 255,0,0 (#ff0000)\n    • famille de police : Wingdings 3\n    • taille : 10 pt;;;;24-50_001;psmv;symbole
25;00;001;Eléments de continuité écologique et trame verte et bleue;S;PSC-S_25-00_001;Ligne hachurée\n• décalage de la ligne : 3 pt\n• intervalle : 13 pt\n• longueur de hachure : 6 pt\n\n    Ligne simple\n    • couleur : RVB 0,77,168 (#004da8)\n    • largeur de trait : 1 pt\n    • style de cap : plat\n    • style de jointure : angle droit\n    • style de trait : ligne continue\n\nLigne simple\n• couleur : RVB 0,77,168 (#004da8)\n• largeur de trait : 1 pt\n• style de trait : ligne continue;L;PSC-L_25-00_001;Ligne hachurée\n• décalage de la ligne : 3 pt\n• décalage le long de la ligne : 12.5 pt\n• intervalle : 13 pt\n• longueur de hachure : 6 pt\n\n    Ligne simple\n    • couleur : RVB 0,77,168 (#004da8)\n    • largeur de trait : 1 pt\n    • style de cap : plat\n    • style de jointure : angle droit\n    • style de trait : ligne continue\n\nLigne simple\n• couleur : RVB 0,77,168 (#004da8)\n• largeur de trait : 1 pt\n• style de trait : ligne continue;P;PSC-P_25-00_001;Symbole de police\n• caractère(s) : R (unicode 82)\n• couleur de remplissage : RVB 0,77,168 (#004da8)\n• famille de police : Wingdings\n• taille : 18 pt;25-00_001;plu;symbole
26;00;001;Secteur de performance énergétique;S;PSC-S_26-00_001;Motif de points\n• distance horizontale : 11 pt\n• distance verticale : 11 pt\n\n    Symbole simple\n    • couleur de trait : RVB 38,140,0 (#268c00)\n    • largeur de trait : 0.8 pt\n    • nom du symbole : cross\n    • style de trait : ligne continue\n    • taille : 5 pt\n\nLigne simple\n• couleur : RVB 38,140,0 (#268c00)\n• largeur de trait : 0.8 pt\n• style de trait : ligne continue;;;;;;;26-00 à 01_001;plu;symbole
26;01;001;Secteur de performance énergétique renforcé;S;PSC-S_26-01_001;;;;;;;;26-01_001;plu;sous-code
27;00;001;Secteur d’aménagement numérique;S;PSC-S_27-00_001;Ligne simple\n• couleur : RVB 137,90,68 (#895a44)\n• largeur de trait : 2 pt\n• style de trait : ligne continue;;;;;;;27-00_001;plu;symbole
28;00;001;Conditions de desserte;S;PSC-S_28-00_001;Motif de points\n• distance horizontale : 9 pt\n• distance verticale : 9 pt\n\n    Symbole simple\n    • couleur de remplissage : RVB 223,153,255 (#df99ff)\n    • nom du symbole : square\n    • taille : 3 pt\n\nLigne simple\n• couleur : RVB 223,153,255 (#df99ff)\n• largeur de trait : 0.8 pt\n• style de trait : ligne continue;L;PSC-L_28-00_001;Ligne de symboles\n• décalage le long de la ligne : 9 pt\n• intervalle : 12 pt\n\n    Symbole simple\n    • couleur de remplissage : RVB 223,153,255 (#df99ff)\n    • nom du symbole : square\n    • taille : 3 pt\n\nLigne simple\n• couleur : RVB 223,153,255 (#df99ff)\n• largeur de trait : 1 pt\n• modèle de tiret personnalisé (tiret | espace) : 6|6 pt;P;PSC-P_28-00_001;Symbole simple\n• couleur de remplissage : RVB 223,153,255 (#df99ff)\n• nom du symbole : square\n• taille : 5 pt;28-00 à 01_001;plu;symbole
28;01;001;Conditions permettant une bonne desserte des terrains par les services publics de collecte des déchets;S;PSC-S_28-01_001;;L;PSC-L_28-01_001;;P;PSC-P_28-01_001;;28-01_001;plu;sous-code
29;00;001;Secteur avec densité minimale de construction;S;PSC-S_29-00_001;Motif de points\n• distance horizontale : 2 pt\n• distance verticale : 2 pt\n\n    Symbole simple\n    • couleur de remplissage : RVB 0,197,255 (#00c5ff)\n    • nom du symbole : circle\n    • taille : 1 pt\n\nLigne simple\n• couleur : RVB 0,197,255 (#00c5ff)\n• largeur de trait : 0.8 pt\n• style de trait : ligne continue;;;;;;;29-00 à 02_001;plu;symbole
29;01;001;Secteur avec densité minimale de construction à proximité des transports collectifs;S;PSC-S_29-01_001;;;;;;;;29-01_001;plu;sous-code
29;02;001;Secteur de ZAC avec densité minimale de construction;S;PSC-S_29-02_001;;;;;;;;29-02_001;plu;sous-code
30;00;001;Majoration des volumes constructibles;S;PSC-S_30-00_001;Motif de points\n• décalage horizontal : 5 pt\n• décalage vertical : 5 pt\n• distance horizontale : 30 pt\n• distance verticale : 30 pt\n\n    Symbole simple\n    • couleur de remplissage : RVB 230,0,0 (#e60000)\n    • nom du symbole : square\n    • taille : 6 pt\n\nLigne simple\n• couleur : RVB 230,0,0 (#e60000)\n• largeur de trait : 0.8 pt\n• style de trait : ligne continue;;;;;;;30-00 à 04_001;plu;symbole
30;01;001;Majoration des volumes constructibles pour l’habitation;S;PSC-S_30-01_001;;;;;;;;30-01_001;plu;sous-code
30;02;001;Majoration des volumes constructibles pour les programmes comportant des logements locatifs sociaux;S;PSC-S_30-02_001;;;;;;;;30-02_001;plu;sous-code
30;03;001;Majoration des volumes constructibles pour exemplarité énergétique ou environnementale;S;PSC-S_30-03_001;;;;;;;;30-03_001;plu;sous-code
30;04;001;Majoration des volumes constructibles pour les programmes comportant des logements intermédiaires;S;PSC-S_30-04_001;;;;;;;;30-04_001;plu;sous-code
31;00;001;Espaces remarquables du littoral;S;PSC-S_31-00_001;Motif de points\n• distance horizontale : 30 pt\n• distance verticale : 30 pt\n\n    Symbole de police\n    • caractère(s) : unicode 194\n    • couleur de remplissage : RVB 0,77,168 (#004da8)\n    • famille de police : Wingdings 2\n    • taille : 11 pt\n\nLigne simple\n• couleur : RVB 0,77,168 (#004da8)\n• largeur de trait : 0.8 pt\n• style de trait : ligne continue;L;PSC-L_31-00_001;Ligne de symboles\n• décalage le long de la ligne : 9 pt\n• intervalle : 12 pt\n\n    Symbole de police\n    • caractère(s) : unicode 194\n    • couleur de remplissage : RVB 0,77,168 (#004da8)\n    • famille de police : Wingdings 2\n    • taille : 9 pt\n\nLigne simple\n• couleur : RVB 0,77,168 (#004da8)\n• largeur de trait : 1 pt\n• modèle de tiret personnalisé (tiret | espace) : 6|6 pt;P;PSC-P_31-00_001;Symbole de police\n• caractère(s) : unicode 194\n• couleur de remplissage : RVB 0,77,168 (#004da8)\n• famille de police : Wingdings 2\n• taille : 9 pt;31-00 à 08_001;plu;symbole
31;01;001;Dunes, landes côtières, plages et lidos, estrans, falaises et abords;S;PSC-S_31-01_001;;L;PSC-L_31-01_001;;P;PSC-P_31-01_001;;31-01_001;plu;sous-code
31;02;001;Forêts et zones boisées proches du rivage de la mer et des plans d’eau intérieurs d’une superficie supérieure à 1 000 hectares;S;PSC-S_31-02_001;;L;PSC-L_31-02_001;;P;PSC-P_31-02_001;;31-02_001;plu;sous-code
31;03;001;Ilots inhabités;S;PSC-S_31-03_001;;L;PSC-L_31-03_001;;P;PSC-P_31-03_001;;31-03_001;plu;sous-code
31;04;001;Parties naturelles des estuaires, des rias ou abers et des caps;S;PSC-S_31-04_001;;L;PSC-L_31-04_001;;P;PSC-P_31-04_001;;31-04_001;plu;sous-code
31;05;001;Marais, vasières, tourbières, plans d'eau, les zones humides et milieux temporairement immergés;S;PSC-S_31-05_001;;L;PSC-L_31-05_001;;P;PSC-P_31-05_001;;31-05_001;plu;sous-code
31;06;001;Milieux abritant des concentrations naturelles d'espèces animales ou végétales;S;PSC-S_31-06_001;;L;PSC-L_31-06_001;;P;PSC-P_31-06_001;;31-06_001;plu;sous-code
31;07;001;Parties naturelles des sites inscrits ou classés;S;PSC-S_31-07_001;;L;PSC-L_31-07_001;;P;PSC-P_31-07_001;;31-07_001;plu;sous-code
31;08;001;Formations géologiques;S;PSC-S_31-08_001;;L;PSC-L_31-08_001;;P;PSC-P_31-08_001;;31-08_001;plu;sous-code
32;00;001;Exclusion protection de plans d’eau de faible importance;S;PSC-S_32-00_001;Motif de lignes\n• espacement : 15 pt\n• rotation : 135°\n\n    Ligne simple\n    • couleur : RVB 0,0,255 (#0000ff)\n    • largeur de trait : 0.8 pt\n    • style de jointure : angle droit\n    • style de trait : ligne continue\n\nMotif de lignes\n• espacement : 15 pt\n• rotation : 45°\n\n    Ligne simple\n    • couleur : RVB 0,0,255 (#0000ff)\n    • largeur de trait : 0.8 pt\n    • style de cap : plat\n    • style de jointure : angle droit\n    • style de trait : ligne continue\n\nLigne simple\n• couleur : RVB 0,0,255 (#0000ff)\n• largeur de trait : 0.8 pt\n• style de trait : ligne continue;;;;;;;32-00_001;plu;symbole
33;00;001;Secteur de dérogation aux protections des rives des plans d'eau en zone de montagne;S;PSC-S_33-00_001;Motif de points\n• distance horizontale : 30 pt\n• distance verticale : 30 pt\n\n    Symbole de police\n    • caractère(s) : unicode 178\n    • couleur de remplissage : RVB 0,138,140 (#008a8c)\n    • famille de police : Wingdings 2\n    • taille : 11 pt\n\nLigne simple\n• couleur : RVB 0,138,140 (#008a8c)\n• largeur de trait : 0.8 pt\n• style de trait : ligne continue;L;PSC-L_33-00_001;Ligne de symboles\n• décalage le long de la ligne : 9 pt\n• intervalle : 12 pt\n\n    Symbole de police\n    • caractère(s) : unicode 178\n    • couleur de remplissage : RVB 0,138,140 (#008a8c)\n    • famille de police : Wingdings 2\n    • taille : 9 pt\n\nLigne simple\n• couleur : RVB 0,138,140 (#008a8c)\n• largeur de trait : 1 pt\n• modèle de tiret personnalisé (tiret | espace) : 6|6 pt;;;;33-00_001;plu;symbole
34;00;001;Espaces, paysage et milieux caractéristiques du patrimoine naturel et culturel montagnard à préserver;S;PSC-S_34-00_001;Motif de points\n• distance horizontale : 30 pt\n• distance verticale : 30 pt\n\n    Symbole de police\n    • caractère(s) : unicode 240\n    • couleur de remplissage : RVB 57,216,129 (#39d881)\n    • décalage (en x, en y) : 5,0 pt\n    • famille de police : Wingdings 2\n    • taille : 16 pt\n\nLigne simple\n• couleur : RVB 57,216,129 (#39d881)\n• largeur de trait : 0.8 pt\n• style de trait : ligne continue;L;PSC-L_34-00_001;Ligne de symboles\n• décalage le long de la ligne : 9 pt\n• intervalle : 12 pt\n\n    Symbole de police\n    • caractère(s) : unicode 240\n    • couleur de remplissage : RVB 57,216,129 (#39d881)\n    • famille de police : Wingdings 2\n    • taille : 11 pt\n\nLigne simple\n• couleur : RVB 57,216,129 (#39d881)\n• largeur de trait : 1 pt\n• modèle de tiret personnalisé (tiret | espace) : 6|6 pt;P;PSC-P_34-00_001;Symbole de police\n• caractère(s) : unicode 240\n• couleur de remplissage : RVB 57,216,129 (#39d881)\n• famille de police : Wingdings 2\n• taille : 16 pt;34-00_001;plu;symbole
35;00;001;Terres nécessaires au maintien et au développement des activités agricoles, pastorales et forestières à préserver;S;PSC-S_35-00_001;Motif de points\n• décalage horizontal : 5 pt\n• distance horizontale : 17 pt\n• distance verticale : 17 pt\n\n    Symbole de police\n    • caractère(s) : unicode 237\n    • couleur de remplissage : RVB 57,216,119 (#39d877)\n    • famille de police : Webdings\n    • taille : 10 pt\n\nLigne simple\n• couleur : RVB 57,216,119 (#39d877)\n• largeur de trait : 0.8 pt\n• style de trait : ligne continue;L;PSC-L_35-00_001;Ligne de symboles\n• décalage de la ligne : -2 pt\n• décalage le long de la ligne : 9 pt\n• intervalle : 12 pt\n\n    Symbole de police\n    • caractère(s) : unicode 237\n    • couleur de remplissage : RVB 57,216,129 (#39d881)\n    • famille de police : Webdings\n    • point d'ancrage vertical : en dessous\n    • taille : 10 pt\n\nLigne simple\n• couleur : RVB 57,216,129 (#39d881)\n• largeur de trait : 1 pt\n• style de trait : ligne continue;;;;35-00_001;plu;symbole
36;00;001;Mixité des destinations ou sous-destinations;S;PSC-S_36-00_001;Motif de points\n• distance horizontale : 10 pt\n• distance verticale : 10 pt\n\n    Symbole simple\n    • couleur de remplissage : RVB 144,112,76 (#90704c)\n    • nom du symbole : circle\n    • taille : 4.5 pt\n\nLigne simple\n• couleur : RVB 144,112,76 (#90704c)\n• largeur de trait : 0.8 pt\n• style de trait : ligne continue;;;;;;;36-00_001;plu;symbole
37;00;001;Règles différenciées entre le rez-de-chaussée et les étages supérieurs des constructions;S;PSC-S_37-00_001;Motif de points\n• distance horizontale : 8 pt\n• distance verticale : 20 pt\n\n    Symbole de police\n    • caractère(s) : (unicode 103)\n    • couleur de remplissage : RVB 255,101,101 (#ff6565)\n    • famille de police : Webdings\n    • taille : 5 pt\n    • décalage Y : 2,5 pt\n    Symbole de police\n    • caractère(s) : (unicode 99)\n    • couleur de remplissage : RVB 255,101,101 (#ff6565)\n    • famille de police : Webdings\n    • taille : 5 pt\n    • décalage Y : 2,5 pt\n\nLigne simple\n• couleur : RVB 255,101,101 (#ff6565)\n• largeur de trait : 0.8 pt\n• style de trait : ligne continue;L;PSC-L_37-00_001;Ligne de symboles\n• intervalle : 8 pt\n\nSymbole Police\n• couleur de remplissage : RVB 255,101,101(#FF6565)\n• Police : Webdings\n• Unicolde : 103\n• taille : 5 pt\n• décalage Y : 2,5 pt\nSymbole Police\n• couleur de remplissage : RVB 255,101,101(#FF6565)\n• Police : Webdings\n• Unicolde : 99\n• taille : 5 pt\n• décalage Y : -2,5 pt;;;;37-00 à 02_001;plu;symbole
37;01;001;Règles différenciées pour le rez-de-chaussée en raison des risques inondations;S;PSC-S_37-01_001;;L;PSC-L_37-01_001;;;;;37-01_001;plu;sous-code
37;02;001;Règles différenciées pour mixité sociale et fonctionnelle;S;PSC-S_37-02_001;;L;PSC-L_37-02_001;;;;;37-02_001;plu;sous-code
38;00;001;Emprise au sol;S;PSC-S_38-00_001;Motif de points\n• distance horizontale : 13 pt\n• distance verticale : 13 pt\n\n    Symbole de police\n    • caractère(s) : unicode 191\n    • couleur de remplissage : RVB 138,77,211 (#8a4dd3)\n    • famille de police : Wingdings 2\n    • taille : 17 pt\n\nLigne simple\n• couleur : RVB 138,77,211 (#8a4dd3)\n• largeur de trait : 0.8 pt\n• style de trait : ligne continue;;;;;;;38-00 à 98_001;plu;symbole
38;01;001;Emprise au sol minimale;S;PSC-S_38-01_001;;;;;;;;38-01_001;plu;sous-code
38;02;001;Emprise au sol maximale;S;PSC-S_38-02_001;;;;;;;;38-02_001;plu;sous-code
38;97;001;Emprise au sol règles qualitatives;S;PSC-S_38-97_001;;;;;;;;38-97_001;plu;sous-code
38;98;001;Emprise au sol règles alternatives;S;PSC-S_38-98_001;;;;;;;;38-98_001;plu;sous-code
39;00;001;Hauteur;S;PSC-S_39-00_001;Motif de points\n• distance horizontale : 21 pt\n• distance verticale : 26 pt\n\n    Symbole de police\n    • caractère(s) : unicode 177\n    • couleur de remplissage : RVB 138,77,211 (#8a4dd3)\n    • famille de police : Wingdings 3\n    • rotation : 90°\n    • taille : 18 pt\n\nLigne simple\n• couleur : RVB 138,77,211 (#8a4dd3)\n• largeur de trait : 0.8 pt\n• style de trait : ligne continue;L;PSC-L_39-00_001;Ligne de symboles\n• intervalle : 9 pt\n\nSymbole Police\n• couleur de remplissage : RVB 138,77,211(#8A4DD3)\n• Police : Wingdings 3\n• Unicolde : 177\n• angle: 270°\n• taille : 18 pt;P;PSC-P_39-00_001;Symbole Police\n• couleur de remplissage : RVB 138,77,211(#8A4DD3)\n• Police : Wingdings 3\n• Unicolde : 177\n• angle: 270°\n• taille : 18 pt;39-00 à 02_001 & 97 à 98_001;plu;symbole
39;01;001;Hauteur minimale;S;PSC-S_39-01_001;;L;PSC-L_39-01_001;;P;PSC-P_39-01_001;;39-01_001;plu;sous-code
39;02;001;Hauteur maximale;S;PSC-S_39-02_001;;L;PSC-L_39-02_001;;P;PSC-P_39-02_001;;39-02_001;plu;sous-code
39;50;001;Hauteur maximale de façade;S;PSC-S_39-50_001;Ligne de symboles\n• emplacement : sur le point central\n\n    Symbole de police\n    • caractère(s) : [txt] (unicode 91)\n    • couleur de remplissage : RVB 255,0,0 (#ff0000)\n    • décalage (en x, en y) : 0,-1 pt\n    • famille de police : Times New Roman\n    • taille : 8 pt\n\n    Symbole simple\n    • couleur de remplissage : RVB 255,255,255 (#ffffff)\n    • couleur de trait : RVB 255,0,0 (#ff0000)\n    • largeur de trait : 0.8 pt\n    • nom du symbole : square\n    • style de trait : ligne continue\n    • taille : [8 + 4 * length(txt)] pt\n\nLigne simple\n• couleur : RVB 255,0,0 (#ff0000)\n• largeur de trait : 1.5 pt\n• style de trait : ligne en pointillé;L;PSC-L_39-50_001;Ligne de symboles\n• emplacement : sur le point central\n\n    Symbole de police\n    • caractère(s) : [txt] (unicode 91)\n    • couleur de remplissage : RVB 255,0,0 (#ff0000)\n    • décalage (en x, en y) : 0,-1 pt\n    • famille de police : Times New Roman\n    • taille : 8 pt\n\n    Symbole simple\n    • couleur de remplissage : RVB 255,255,255 (#ffffff)\n    • couleur de trait : RVB 255,0,0 (#ff0000)\n    • largeur de trait : 0.8 pt\n    • nom du symbole : square\n    • style de trait : ligne continue\n    • taille : [8 + 4 * length(txt)] pt\n\nLigne simple\n• couleur : RVB 255,0,0 (#ff0000)\n• largeur de trait : 1.5 pt\n• style de trait : ligne en pointillé;;;;39-50_001;psmv;symbole
39;51;001;Hauteur maximale de faîtage ou de construction;S;PSC-S_39-51_001;Ligne de symboles\n• emplacement : sur le point central\n\n    Symbole de police\n    • caractère(s) : [txt] (unicode 91)\n    • couleur de remplissage : RVB 255,0,0 (#ff0000)\n    • décalage (en x, en y) : 0,-2 pt\n    • famille de police : Times New Roman\n    • point d'ancrage vertical : en dessous\n    • taille : 8 pt\n\n    Symbole simple\n    • couleur de remplissage : RVB 255,255,255 (#ffffff)\n    • couleur de trait : RVB 255,0,0 (#ff0000)\n    • décalage (en x, en y) : 0,0.5 pt\n    • largeur de trait : 0.8 pt\n    • nom du symbole : triangle\n    • point d'ancrage : en dessous\n    • style de trait : ligne continue\n    • taille : [9 + 5 * length(txt)] pt\n\nLigne simple\n• couleur : RVB 255,0,0 (#ff0000)\n• largeur de trait : 1.5 pt\n• style de trait : ligne en pointillé;L;PSC-L_39-51_001;Ligne de symboles\n• emplacement : sur le point central\n\n    Symbole de police\n    • caractère(s) : [txt] (unicode 91)\n    • couleur de remplissage : RVB 255,0,0 (#ff0000)\n    • décalage (en x, en y) : 0,-2 pt\n    • famille de police : Times New Roman\n    • point d'ancrage vertical : en dessous\n    • taille : 8 pt\n\n    Symbole simple\n    • couleur de remplissage : RVB 255,255,255 (#ffffff)\n    • couleur de trait : RVB 255,0,0 (#ff0000)\n    • décalage (en x, en y) : 0,0.5 pt\n    • largeur de trait : 0.8 pt\n    • nom du symbole : triangle\n    • point d'ancrage : en dessous\n    • style de trait : ligne continue\n    • taille : [9 + 5 * length(txt)] pt\n\nLigne simple\n• couleur : RVB 255,0,0 (#ff0000)\n• largeur de trait : 1.5 pt\n• style de trait : ligne en pointillé;;;;39-51_001;psmv;symbole
39;52;001;Hauteur imposée de façade;S;PSC-S_39-52_001;Ligne de symboles\n• emplacement : sur le point central\n\n    Symbole de police\n    • caractère(s) : [txt] (unicode 91)\n    • couleur de remplissage : RVB 255,0,0 (#ff0000)\n    • décalage (en x, en y) : 0,-1 pt\n    • famille de police : Times New Roman\n    • taille : 8 pt\n\n    Symbole simple\n    • couleur de remplissage : RVB 255,255,255 (#ffffff)\n    • couleur de trait : RVB 255,0,0 (#ff0000)\n    • largeur de trait : 0.8 pt\n    • nom du symbole : square\n    • style de trait : ligne continue\n    • taille : [8 + 4 * length(txt)] pt\n\nLigne simple\n• couleur : RVB 255,0,0 (#ff0000)\n• largeur de trait : 1.5 pt\n• style de trait : ligne continue;L;PSC-L_39-52_001;Ligne de symboles\n• emplacement : sur le point central\n\n    Symbole de police\n    • caractère(s) : [txt] (unicode 91)\n    • couleur de remplissage : RVB 255,0,0 (#ff0000)\n    • décalage (en x, en y) : 0,-1 pt\n    • famille de police : Times New Roman\n    • taille : 8 pt\n\n    Symbole simple\n    • couleur de remplissage : RVB 255,255,255 (#ffffff)\n    • couleur de trait : RVB 255,0,0 (#ff0000)\n    • largeur de trait : 0.8 pt\n    • nom du symbole : square\n    • style de trait : ligne continue\n    • taille : [8 + 4 * length(txt)] pt\n\nLigne simple\n• couleur : RVB 255,0,0 (#ff0000)\n• largeur de trait : 1.5 pt\n• style de trait : ligne continue;;;;39-52_001;psmv;symbole
39;97;001;Hauteur règles qualitatives;S;PSC-S_39-97_001;;L;PSC-L_39-97_001;;P;PSC-P_39-97_001;;39-97_001;plu;sous-code
39;98;001;Hauteur règles alternatives;S;PSC-S_39-98_001;;L;PSC-L_39-98_001;;P;PSC-P_39-98_001;;39-98_001;plu;sous-code
