typepsc;stypepsc;nnn;lib_stype;surf;symb_surf;d_symb_surf;lin;symb_lin;d_symb_lin;pt;symb_pct;d_symb_pct;etiquette;plu_psmv;classement
02;01;001;Secteur avec interdiction de constructibilité pour des raisons environnementales, de risques, d’intérêt général;S;PSC-S_02-01_001;Motif de lignes\n• décalage : 4 pt\n• espacement : 13 pt\n• rotation : 45°\n\n    Ligne de symboles\n    • intervalle : 4 pt\n\n        Symbole simple\n        • couleur de remplissage : RVB 223,115,225 (#df73e1)\n        • nom du symbole : circle\n        • style de jointure : angle droit\n        • taille : 1 pt\n\nMotif de lignes\n• décalage : 9 pt\n• espacement : 13 pt\n• rotation : 45°\n\n    Ligne simple\n    • couleur : RVB 223,115,225 (#df73e1)\n    • largeur de trait : 0.8 pt\n    • style de cap : plat\n    • style de jointure : angle droit\n    • style de trait : ligne continue\n\nMotif de lignes\n• espacement : 13 pt\n• rotation : 45°\n\n    Ligne simple\n    • couleur : RVB 223,115,225 (#df73e1)\n    • largeur de trait : 0.8 pt\n    • style de cap : plat\n    • style de jointure : angle droit\n    • style de trait : ligne continue\n\nLigne simple\n• couleur : RVB 223,115,225 (#df73e1)\n• largeur de trait : 0.8 pt\n• style de trait : ligne continue;L;PSC-L_02-01_001;Ligne de symboles\n    • intervalle : 4 pt\n\n        Symbole simple\n        • couleur de remplissage : RVB 223,115,225 (#df73e1)\n        • nom du symbole : circle\n        • style de jointure : angle droit\n        • taille : 2 pt\n\n    Ligne simple\n    • décalage vertical : 1 pt\n    • couleur : RVB 223,115,225 (#df73e1)\n    • largeur de trait : 0.6 pt\n    • style de trait : ligne continue\n\n    Ligne simple\n    • décalage vertical : -1 pt\n    • couleur : RVB 223,115,225 (#df73e1)\n    • largeur de trait : 0.6 pt\n    • style de trait : ligne continue;P;PSC-P_02-01_001;Symbole simple\n• nom du symbole : triangle\n• taille : 8 pt\n• couleur de remplissage : RVB 223,115,225 (#DF73E1)\n• taille de contour : 1,5 pt\n• couleur de contour : RVB 223,115,225 (#DF73E1);02-01_001;plu;symbole
02;01;110;Secteur avec interdiction de constructibilité pour des raisons environnementales, de risques, d’intérêt général : INONDATION;S;PSC-S_02-01_110;Motif de lignes\n• décalage : 4 pt\n• espacement : 13 pt\n• rotation : 45°\n\n    Ligne de symboles\n    • intervalle : 4 pt\n\n        Symbole simple\n        • couleur de remplissage : RVB 0,77,168 (#004DA8)\n        • nom du symbole : circle\n        • style de jointure : angle droit\n        • taille : 1 pt\n\nMotif de lignes\n• décalage : 9 pt\n• espacement : 13 pt\n• rotation : 45°\n\n    Ligne simple\n    • couleur : RVB 223,115,225 (#df73e1)\n    • largeur de trait : 0.8 pt\n    • style de cap : plat\n    • style de jointure : angle droit\n    • style de trait : ligne continue\n\nMotif de lignes\n• espacement : 13 pt\n• rotation : 45°\n\n    Ligne simple\n    • couleur : RVB 223,115,225 (#df73e1)\n    • largeur de trait : 0.8 pt\n    • style de cap : plat\n    • style de jointure : angle droit\n    • style de trait : ligne continue\n\nLigne simple\n• couleur : RVB 0,77,168 (#004DA8)\n• largeur de trait : 0.8 pt\n• style de trait : ligne continue;L;PSC-L_02-01_110;Ligne de symboles\n    • intervalle : 4 pt\n\n        Symbole simple\n        • couleur de remplissage : RVB 0,77,168 (#004DA8)\n        • nom du symbole : circle\n        • style de jointure : angle droit\n        • taille : 2 pt\n\n    Ligne simple\n    • décalage vertical : 1 pt\n    • couleur : RVB 223,115,225 (#df73e1)\n    • largeur de trait : 0.6 pt\n    • style de trait : ligne continue\n\n    Ligne simple\n    • décalage vertical : -1 pt\n    • couleur : RVB 223,115,225 (#df73e1)\n    • largeur de trait : 0.6 pt\n    • style de trait : ligne continue;P;PSC-P_02-01_110;Symbole simple\n• nom du symbole : triangle\n• taille : 8 pt\n• couleur de remplissage : RVB 223,115,225 (#DF73E1)\n• taille de contour : 1,5 pt\n• couleur de contour : RVB 0,77,168 (#004DA8);02-01_110;plu;alternatif
02;01;120;Secteur avec interdiction de constructibilité pour des raisons environnementales, de risques, d’intérêt général : MOUVEMENT TERRAIN;S;PSC-S_02-01_120;Motif de lignes\n• décalage : 4 pt\n• espacement : 13 pt\n• rotation : 60°\n\n    Ligne de symboles\n    • intervalle : 4 pt\n\n        Symbole simple\n        • couleur de remplissage : RVB 115,76,0 (#734C00)\n        • nom du symbole : circle\n        • style de jointure : angle droit\n        • taille : 1 pt\n\nMotif de lignes\n• décalage : 9 pt\n• espacement : 13 pt\n• rotation : 60°\n\n    Ligne simple\n    • couleur : RVB 223,115,225 (#df73e1)\n    • largeur de trait : 0.8 pt\n    • style de cap : plat\n    • style de jointure : angle droit\n    • style de trait : ligne continue\n\nMotif de lignes\n• espacement : 13 pt\n• rotation : 60°\n\n    Ligne simple\n    • couleur : RVB 223,115,225 (#df73e1)\n    • largeur de trait : 0.8 pt\n    • style de cap : plat\n    • style de jointure : angle droit\n    • style de trait : ligne continue\n\nLigne simple\n• couleur : RVB 115,76,0 (#734C00)\n• largeur de trait : 0.8 pt\n• style de trait : ligne continue;L;PSC-L_02-01_120;Ligne de symboles\n    • intervalle : 4 pt\n\n        Symbole simple\n        • couleur de remplissage : RVB 115,76,0 (#734C00)\n        • nom du symbole : circle\n        • style de jointure : angle droit\n        • taille : 2 pt\n\n    Ligne simple\n    • décalage vertical : 1 pt\n    • couleur : RVB 223,115,225 (#df73e1)\n    • largeur de trait : 0.6 pt\n    • style de trait : ligne continue\n\n    Ligne simple\n    • décalage vertical : -1 pt\n    • couleur : RVB 223,115,225 (#df73e1)\n    • largeur de trait : 0.6 pt\n    • style de trait : ligne continue;P;PSC-P_02-01_120;Symbole simple\n• nom du symbole : triangle\n• taille : 8 pt\n• couleur de remplissage : RVB 223,115,225 (#DF73E1)\n• taille de contour : 1,5 pt\n• couleur de contour : RVB 115,76,0 (#734C00);02-01_120;plu;alternatif
02;01;140;Secteur avec interdiction de constructibilité pour des raisons environnementales, de risques, d’intérêt général : AVALANCHE;S;PSC-S_02-01_140;Motif de lignes\n• décalage : 4 pt\n• espacement : 13 pt\n• rotation : 120°\n\n    Ligne de symboles\n    • intervalle : 4 pt\n\n        Symbole simple\n        • couleur de remplissage : RVB 225,225,225 (#E1E1E1)\n        • nom du symbole : circle\n        • style de jointure : angle droit\n        • taille : 1 pt\n\nMotif de lignes\n• décalage : 9 pt\n• espacement : 13 pt\n• rotation : 120°\n\n    Ligne simple\n    • couleur : RVB 223,115,225 (#df73e1)\n    • largeur de trait : 0.8 pt\n    • style de cap : plat\n    • style de jointure : angle droit\n    • style de trait : ligne continue\n\nMotif de lignes\n• espacement : 13 pt\n• rotation : 120°\n\n    Ligne simple\n    • couleur : RVB 223,115,225 (#df73e1)\n    • largeur de trait : 0.8 pt\n    • style de cap : plat\n    • style de jointure : angle droit\n    • style de trait : ligne continue\n\nLigne simple\n• couleur : RVB 225,225,225 (#E1E1E1)\n• largeur de trait : 0.8 pt\n• style de trait : ligne continue;L;PSC-L_02-01_140;Ligne de symboles\n    • intervalle : 4 pt\n\n        Symbole simple\n        • couleur de remplissage : RVB 225,225,225 (#E1E1E1)\n        • nom du symbole : circle\n        • style de jointure : angle droit\n        • taille : 2 pt\n\n    Ligne simple\n    • décalage vertical : 1 pt\n    • couleur : RVB 223,115,225 (#df73e1)\n    • largeur de trait : 0.6 pt\n    • style de trait : ligne continue\n\n    Ligne simple\n    • décalage vertical : -1 pt\n    • couleur : RVB 223,115,225 (#df73e1)\n    • largeur de trait : 0.6 pt\n    • style de trait : ligne continue;P;PSC-P_02-01_140;Symbole simple\n• nom du symbole : triangle\n• taille : 8 pt\n• couleur de remplissage : RVB 223,115,225 (#DF73E1)\n• taille de contour : 1,5 pt\n• couleur de contour : RVB 225,225,225 (#E1E1E1)\nSymbole simple\n• nom du symbole : triangle\n• taille : 12 pt\n• couleur de remplissage : RVB 223,115,225 (#DF73E1);02-01_140;plu;alternatif
02;01;160;Secteur avec interdiction de constructibilité pour des raisons environnementales, de risques, d’intérêt général : FEU;S;PSC-S_02-01_160;Motif de lignes\n• décalage : 4 pt\n• espacement : 13 pt\n• rotation : 30°\n\n    Ligne de symboles\n    • intervalle : 4 pt\n\n        Symbole simple\n        • couleur de remplissage : RVB 255,85,0 (#FF5500)\n        • nom du symbole : circle\n        • style de jointure : angle droit\n        • taille : 1 pt\n\nMotif de lignes\n• décalage : 9 pt\n• espacement : 13 pt\n• rotation : 30°\n\n    Ligne simple\n    • couleur : RVB 223,115,225 (#df73e1)\n    • largeur de trait : 0.8 pt\n    • style de cap : plat\n    • style de jointure : angle droit\n    • style de trait : ligne continue\n\nMotif de lignes\n• espacement : 13 pt\n• rotation : 30°\n\n    Ligne simple\n    • couleur : RVB 223,115,225 (#df73e1)\n    • largeur de trait : 0.8 pt\n    • style de cap : plat\n    • style de jointure : angle droit\n    • style de trait : ligne continue\n\nLigne simple\n• couleur : RVB 255,85,0 (#FF5500)\n• largeur de trait : 0.8 pt\n• style de trait : ligne continue;L;PSC-L_02-01_160;Ligne de symboles\n    • intervalle : 4 pt\n\n        Symbole simple\n        • couleur de remplissage : RVB 255,85,0 (#FF5500)\n        • nom du symbole : circle\n        • style de jointure : angle droit\n        • taille : 2 pt\n\n    Ligne simple\n    • décalage vertical : 1 pt\n    • couleur : RVB 223,115,225 (#df73e1)\n    • largeur de trait : 0.6 pt\n    • style de trait : ligne continue\n\n    Ligne simple\n    • décalage vertical : -1 pt\n    • couleur : RVB 223,115,225 (#df73e1)\n    • largeur de trait : 0.6 pt\n    • style de trait : ligne continue;P;PSC-P_02-01_160;Symbole simple\n• nom du symbole : triangle\n• taille : 8 pt\n• couleur de remplissage : RVB 223,115,225 (#DF73E1)\n• taille de contour : 1,5 pt\n• couleur de contour : RVB 255,85,0 (#FF5500);02-01_160;plu;alternatif
02;01;200;Secteur avec interdiction de constructibilité pour des raisons environnementales, de risques, d’intérêt général : TECHNOLOGIQUE;S;PSC-S_02-01_200;Motif de lignes\n• décalage : 4 pt\n• espacement : 13 pt\n• rotation : 90°\n\n    Ligne de symboles\n    • intervalle : 4 pt\n\n        Symbole simple\n        • couleur de remplissage : RVB 115,0,76 (#73004C)\n        • nom du symbole : circle\n        • style de jointure : angle droit\n        • taille : 1 pt\n\nMotif de lignes\n• décalage : 9 pt\n• espacement : 13 pt\n• rotation : 90°\n\n    Ligne simple\n    • couleur : RVB 223,115,225 (#df73e1)\n    • largeur de trait : 0.8 pt\n    • style de cap : plat\n    • style de jointure : angle droit\n    • style de trait : ligne continue\n\nMotif de lignes\n• espacement : 13 pt\n• rotation : 90°\n\n    Ligne simple\n    • couleur : RVB 223,115,225 (#df73e1)\n    • largeur de trait : 0.8 pt\n    • style de cap : plat\n    • style de jointure : angle droit\n    • style de trait : ligne continue\n\nLigne simple\n• couleur : RVB 115,0,76 (#73004C)\n• largeur de trait : 0.8 pt\n• style de trait : ligne continue;L;PSC-L_02-01_200;Ligne de symboles\n    • intervalle : 4 pt\n\n        Symbole simple\n        • couleur de remplissage : RVB 115,0,76 (#73004C)\n        • nom du symbole : circle\n        • style de jointure : angle droit\n        • taille : 2 pt\n\n    Ligne simple\n    • décalage vertical : 1 pt\n    • couleur : RVB 223,115,225 (#df73e1)\n    • largeur de trait : 0.6 pt\n    • style de trait : ligne continue\n\n    Ligne simple\n    • décalage vertical : -1 pt\n    • couleur : RVB 223,115,225 (#df73e1)\n    • largeur de trait : 0.6 pt\n    • style de trait : ligne continue;P;PSC-P_02-01_200;Symbole simple\n• nom du symbole : triangle\n• taille : 8 pt\n• couleur de remplissage : RVB 223,115,225 (#DF73E1)\n• taille de contour : 1,5 pt\n• couleur de contour : RVB 115,0,76 (#73004C);02-01_200;plu;alternatif
02;02;001;Secteur avec conditions spéciales de constructibilité pour des raisons environnementales, de risques, d’intérêt général;S;PSC-S_02-02_001;Motif de lignes\n• décalage : 4 pt\n• espacement : 13 pt\n• rotation : 45°\n\n    Ligne de symboles\n    • intervalle : 4 pt\n\n        Symbole simple\n        • couleur de remplissage : RVB 255,167,127 (#ffa77f)\n        • nom du symbole : circle\n        • style de jointure : angle droit\n        • taille : 1 pt\n\nMotif de lignes\n• décalage : 9 pt\n• espacement : 13 pt\n• rotation : 45°\n\n    Ligne simple\n    • couleur : RVB 255,167,127 (#ffa77f)\n    • largeur de trait : 0.8 pt\n    • style de cap : plat\n    • style de jointure : angle droit\n    • style de trait : ligne continue\n\nMotif de lignes\n• espacement : 13 pt\n• rotation : 45°\n\n    Ligne simple\n    • couleur : RVB 255,167,127 (#ffa77f)\n    • largeur de trait : 0.8 pt\n    • style de cap : plat\n    • style de jointure : angle droit\n    • style de trait : ligne continue\n\nLigne simple\n• couleur : RVB 255,167,127 (#ffa77f)\n• largeur de trait : 0.8 pt\n• style de trait : ligne continue;L;PSC-L_02-02_001;Ligne de symboles\n    • intervalle : 4 pt\n\n        Symbole simple\n        • couleur de remplissage : RVB 255,167,127 (#ffa77f)\n        • nom du symbole : circle\n        • style de jointure : angle droit\n        • taille : 2 pt\n\n    Ligne simple\n    • décalage vertical : 1 pt\n    • couleur : RVB 255,167,127 (#ffa77f)\n    • largeur de trait : 0.6 pt\n    • style de trait : ligne continue\n\n    Ligne simple\n    • décalage vertical : -1 pt\n    • couleur : RVB 255,167,127 (#ffa77f)\n    • largeur de trait : 0.6 pt\n    • style de trait : ligne continue;P;PSC-P_02-02_001;Symbole simple\n• nom du symbole : triangle\n• taille : 8 pt\n• couleur de remplissage : RVB 255,167,127 (#FFA77F)\n• taille de contour : 1,5 pt\n• couleur de contour : RVB 255,167,127 (#FFA77F);02-02_001;plu;symbole
02;02;110;Secteur avec conditions spéciales de constructibilité pour des raisons environnementales, de risques, d’intérêt général : INONDATION;S;PSC-S_02-02_110;Motif de lignes\n• décalage : 4 pt\n• espacement : 13 pt\n• rotation : 45°\n\n    Ligne de symboles\n    • intervalle : 4 pt\n\n        Symbole simple\n        • couleur de remplissage : RVB 0,77,168 (#004DA8)\n        • nom du symbole : circle\n        • style de jointure : angle droit\n        • taille : 1 pt\n\nMotif de lignes\n• décalage : 9 pt\n• espacement : 13 pt\n• rotation : 45°\n\n    Ligne simple\n    • couleur : RVB 255,167,127 (#ffa77f)\n    • largeur de trait : 0.8 pt\n    • style de cap : plat\n    • style de jointure : angle droit\n    • style de trait : ligne continue\n\nMotif de lignes\n• espacement : 13 pt\n• rotation : 45°\n\n    Ligne simple\n    • couleur : RVB 255,167,127 (#ffa77f)\n    • largeur de trait : 0.8 pt\n    • style de cap : plat\n    • style de jointure : angle droit\n    • style de trait : ligne continue\n\nLigne simple\n• couleur : RVB 0,77,168 (#004DA8)\n• largeur de trait : 0.8 pt\n• style de trait : ligne continue;L;PSC-L_02-02_110;Ligne de symboles\n    • intervalle : 4 pt\n\n        Symbole simple\n        • couleur de remplissage : RVB 0,77,168 (#004DA8)\n        • nom du symbole : circle\n        • style de jointure : angle droit\n        • taille : 2 pt\n\n    Ligne simple\n    • décalage vertical : 1 pt\n    • couleur : RVB 255,167,127 (#ffa77f)\n    • largeur de trait : 0.6 pt\n    • style de trait : ligne continue\n\n    Ligne simple\n    • décalage vertical : -1 pt\n    • couleur : RVB 255,167,127 (#ffa77f)\n    • largeur de trait : 0.6 pt\n    • style de trait : ligne continue;P;PSC-P_02-02_110;Symbole simple\n• nom du symbole : triangle\n• taille : 8 pt\n• couleur de remplissage : RVB 255,167,127 (#FFA77F)\n• taille de contour : 1,5 pt\n• couleur de contour : RVB 0,77,168 (#004DA8);02-02_110;plu;alternatif
02;02;120;Secteur avec conditions spéciales de constructibilité pour des raisons environnementales, de risques, d’intérêt général : MOUVEMENT TERRAIN;S;PSC-S_02-02_120;Motif de lignes\n• décalage : 4 pt\n• espacement : 13 pt\n• rotation : 60°\n\n    Ligne de symboles\n    • intervalle : 4 pt\n\n        Symbole simple\n        • couleur de remplissage : RVB 115,76,0 (#734C00)\n        • nom du symbole : circle\n        • style de jointure : angle droit\n        • taille : 1 pt\n\nMotif de lignes\n• décalage : 9 pt\n• espacement : 13 pt\n• rotation : 60°\n\n    Ligne simple\n    • couleur : RVB 255,167,127 (#ffa77f)\n    • largeur de trait : 0.8 pt\n    • style de cap : plat\n    • style de jointure : angle droit\n    • style de trait : ligne continue\n\nMotif de lignes\n• espacement : 13 pt\n• rotation : 60°\n\n    Ligne simple\n    • couleur : RVB 255,167,127 (#ffa77f)\n    • largeur de trait : 0.8 pt\n    • style de cap : plat\n    • style de jointure : angle droit\n    • style de trait : ligne continue\n\nLigne simple\n• couleur : RVB 115,76,0 (#734C00)\n• largeur de trait : 0.8 pt\n• style de trait : ligne continue;L;PSC-L_02-02_120;Ligne de symboles\n    • intervalle : 4 pt\n\n        Symbole simple\n        • couleur de remplissage : RVB 115,76,0 (#734C00)\n        • nom du symbole : circle\n        • style de jointure : angle droit\n        • taille : 2 pt\n\n    Ligne simple\n    • décalage vertical : 1 pt\n    • couleur : RVB 255,167,127 (#ffa77f)\n    • largeur de trait : 0.6 pt\n    • style de trait : ligne continue\n\n    Ligne simple\n    • décalage vertical : -1 pt\n    • couleur : RVB 255,167,127 (#ffa77f)\n    • largeur de trait : 0.6 pt\n    • style de trait : ligne continue;P;PSC-P_02-02_120;Symbole simple\n• nom du symbole : triangle\n• taille : 8 pt\n• couleur de remplissage : RVB 255,167,127 (#FFA77F)\n• taille de contour : 1,5 pt\n• couleur de contour : RVB 115,76,0 (#734C00);02-02_120;plu;alternatif
02;02;140;Secteur avec conditions spéciales de constructibilité pour des raisons environnementales, de risques, d’intérêt général : AVALANCHE;S;PSC-S_02-02_140;Motif de lignes\n• décalage : 4 pt\n• espacement : 13 pt\n• rotation : 120°\n\n    Ligne de symboles\n    • intervalle : 4 pt\n\n        Symbole simple\n        • couleur de remplissage : RVB 225,225,225 (#E1E1E1)\n        • nom du symbole : circle\n        • style de jointure : angle droit\n        • taille : 1 pt\n\nMotif de lignes\n• décalage : 9 pt\n• espacement : 13 pt\n• rotation : 120°\n\n    Ligne simple\n    • couleur : RVB 255,167,127 (#ffa77f)\n    • largeur de trait : 0.8 pt\n    • style de cap : plat\n    • style de jointure : angle droit\n    • style de trait : ligne continue\n\nMotif de lignes\n• espacement : 13 pt\n• rotation : 120°\n\n    Ligne simple\n    • couleur : RVB 255,167,127 (#ffa77f)\n    • largeur de trait : 0.8 pt\n    • style de cap : plat\n    • style de jointure : angle droit\n    • style de trait : ligne continue\n\nLigne simple\n• couleur : RVB 225,225,225 (#E1E1E1)\n• largeur de trait : 0.8 pt\n• style de trait : ligne continue;L;PSC-L_02-02_140;Ligne de symboles\n    • intervalle : 4 pt\n\n        Symbole simple\n        • couleur de remplissage : RVB 225,225,225 (#E1E1E1)\n        • nom du symbole : circle\n        • style de jointure : angle droit\n        • taille : 2 pt\n\n    Ligne simple\n    • décalage vertical : 1 pt\n    • couleur : RVB 255,167,127 (#ffa77f)\n    • largeur de trait : 0.6 pt\n    • style de trait : ligne continue\n\n    Ligne simple\n    • décalage vertical : -1 pt\n    • couleur : RVB 255,167,127 (#ffa77f)\n    • largeur de trait : 0.6 pt\n    • style de trait : ligne continue;P;PSC-P_02-02_140;Symbole simple\n• nom du symbole : triangle\n• taille : 8 pt\n• couleur de remplissage : RVB 255,167,127 (#FFA77F)\n• taille de contour : 1,5 pt\n• couleur de contour : RVB 225,225,225 (#E1E1E1)\nSymbole simple\n• nom du symbole : triangle\n• taille : 12 pt\n• couleur de remplissage : RVB 255,167,127 (#FFA77F);02-02_140;plu;alternatif
02;02;160;Secteur avec conditions spéciales de constructibilité pour des raisons environnementales, de risques, d’intérêt général : FEU;S;PSC-S_02-02_160;Motif de lignes\n• décalage : 4 pt\n• espacement : 13 pt\n• rotation : 30°\n\n    Ligne de symboles\n    • intervalle : 4 pt\n\n        Symbole simple\n        • couleur de remplissage : RVB 255,85,0 (#FF5500)\n        • nom du symbole : circle\n        • style de jointure : angle droit\n        • taille : 1 pt\n\nMotif de lignes\n• décalage : 9 pt\n• espacement : 13 pt\n• rotation : 30°\n\n    Ligne simple\n    • couleur : RVB 255,167,127 (#ffa77f)\n    • largeur de trait : 0.8 pt\n    • style de cap : plat\n    • style de jointure : angle droit\n    • style de trait : ligne continue\n\nMotif de lignes\n• espacement : 13 pt\n• rotation : 30°\n\n    Ligne simple\n    • couleur : RVB 255,167,127 (#ffa77f)\n    • largeur de trait : 0.8 pt\n    • style de cap : plat\n    • style de jointure : angle droit\n    • style de trait : ligne continue\n\nLigne simple\n• couleur : RVB 255,85,0 (#FF5500)\n• largeur de trait : 0.8 pt\n• style de trait : ligne continue;L;PSC-L_02-02_160;Ligne de symboles\n    • intervalle : 4 pt\n\n        Symbole simple\n        • couleur de remplissage : RVB 255,85,0 (#FF5500)\n        • nom du symbole : circle\n        • style de jointure : angle droit\n        • taille : 2 pt\n\n    Ligne simple\n    • décalage vertical : 1 pt\n    • couleur : RVB 255,167,127 (#ffa77f)\n    • largeur de trait : 0.6 pt\n    • style de trait : ligne continue\n\n    Ligne simple\n    • décalage vertical : -1 pt\n    • couleur : RVB 255,167,127 (#ffa77f)\n    • largeur de trait : 0.6 pt\n    • style de trait : ligne continue;P;PSC-P_02-02_160;Symbole simple\n• nom du symbole : triangle\n• taille : 8 pt\n• couleur de remplissage : RVB 255,167,127 (#FFA77F)\n• taille de contour : 1,5 pt\n• couleur de contour : RVB 255,85,0 (#FF5500);02-02_160;plu;alternatif
02;02;200;Secteur avec conditions spéciales de constructibilité pour des raisons environnementales, de risques, d’intérêt général : TECHNOLOGIQUE;S;PSC-S_02-02_200;Motif de lignes\n• décalage : 4 pt\n• espacement : 13 pt\n• rotation : 90°\n\n    Ligne de symboles\n    • intervalle : 4 pt\n\n        Symbole simple\n        • couleur de remplissage : RVB 115,0,76 (#73004C)\n        • nom du symbole : circle\n        • style de jointure : angle droit\n        • taille : 1 pt\n\nMotif de lignes\n• décalage : 9 pt\n• espacement : 13 pt\n• rotation : 90°\n\n    Ligne simple\n    • couleur : RVB 255,167,127 (#ffa77f)\n    • largeur de trait : 0.8 pt\n    • style de cap : plat\n    • style de jointure : angle droit\n    • style de trait : ligne continue\n\nMotif de lignes\n• espacement : 13 pt\n• rotation : 90°\n\n    Ligne simple\n    • couleur : RVB 255,167,127 (#ffa77f)\n    • largeur de trait : 0.8 pt\n    • style de cap : plat\n    • style de jointure : angle droit\n    • style de trait : ligne continue\n\nLigne simple\n• couleur : RVB 115,0,76 (#73004C)\n• largeur de trait : 0.8 pt\n• style de trait : ligne continue;L;PSC-L_02-02_200;Ligne de symboles\n    • intervalle : 4 pt\n\n        Symbole simple\n        • couleur de remplissage : RVB 115,0,76 (#73004C)\n        • nom du symbole : circle\n        • style de jointure : angle droit\n        • taille : 2 pt\n\n    Ligne simple\n    • décalage vertical : 1 pt\n    • couleur : RVB 255,167,127 (#ffa77f)\n    • largeur de trait : 0.6 pt\n    • style de trait : ligne continue\n\n    Ligne simple\n    • décalage vertical : -1 pt\n    • couleur : RVB 255,167,127 (#ffa77f)\n    • largeur de trait : 0.6 pt\n    • style de trait : ligne continue;P;PSC-P_02-02_200;Symbole simple\n• nom du symbole : triangle\n• taille : 8 pt\n• couleur de remplissage : RVB 255,167,127 (#FFA77F)\n• taille de contour : 1,5 pt\n• couleur de contour : RVB 115,0,76 (#73004C);02-02_200;plu;alternatif
03;00;001;Secteur avec disposition de reconstruction / démolition;S;PSC-S_03-00_001;Ligne de symboles\n• décalage le long de la ligne : 1 pt\n• intervalle : 13 pt\n\n    Symbole de police\n    • caractère(s) : unicode 183\n    • couleur de remplissage : RVB 52,52,52 (#343434)\n    • décalage (en x, en y) : 0,3 pt\n    • famille de police : Wingdings 2\n    • taille : 10 pt\n\nMotif de points\n• distance horizontale : 4 pt\n• distance verticale : 4 pt\n\n    Symbole de police\n    • caractère(s) : = (unicode 61)\n    • couleur de remplissage : RVB 104,104,104 (#686868)\n    • famille de police : Webdings\n    • taille : 2 pt\n\nLigne simple\n• couleur : RVB 52,52,52 (#343434)\n• largeur de trait : 1 pt\n• modèle de tiret personnalisé (tiret | espace) : 2|11 pt;;;;P;PSC-P_03-00_001;Symbole police\n• famille de police : wingding 2\n• caractère : unicode 185\n• taille : 19 pt\n• couleur de remplissage : RVB 0,0,0 (#000000);03-00 à 03_001;plu;symbole
03;01;001;[réservé aux cartes communales] Secteur dans lequel la reconstruction à l'identique d'un bâtiment détruit par un sinistre n'est pas autorisée;S;PSC-S_03-01_001;;;;;P;PSC-P_03-01_001;;03-01_001;plu;sous-code
03;02;001;Interdiction de restauration de bâtiment dont il reste l’essentiel des murs porteurs;S;PSC-S_03-02_001;;;;;P;PSC-P_03-02_001;;03-02_001;plu;sous-code
03;03;001;Interdiction de reconstruction à l'identique;S;PSC-S_03-03_001;;;;;P;PSC-P_03-03_001;;03-03_001;plu;sous-code
03;50;001;Immeuble ou partie d’immeuble dont la modification peut être imposée à l’occasion d’opérations d’aménagement publiques ou privées;S;PSC-S_03-50_001;Remplissage de centroïde\n• dessiner le point sur toutes les parties d'une entité multi-parties : oui\n• forcer le point dans le polygone : oui\n\n    Symbole de police\n    • caractère(s) : M (unicode 77)\n    • couleur de remplissage : RVB 255,0,0 (#ff0000)\n    • décalage (en x, en y) : 0,-1 pt\n    • famille de police : Times New Roman\n    • taille : 8 pt\n\n    Symbole simple\n    • couleur de remplissage : RVB 255,255,255 (#ffffff)\n    • couleur de trait : RVB 255,0,0 (#ff0000)\n    • largeur de trait : 1 pt\n    • nom du symbole : circle\n    • style de trait : ligne continue\n    • taille : 12 pt;;;;P;PSC-P_03-50_001;Symbole de police\n• caractère(s) : M (unicode 77)\n• couleur de remplissage : RVB 255,0,0 (#ff0000)\n• décalage (en x, en y) : 0,-1 pt\n• famille de police : Times New Roman\n• taille : 8 pt\n\nSymbole simple\n• couleur de remplissage : RVB 255,255,255 (#ffffff)\n• couleur de trait : RVB 255,0,0 (#ff0000)\n• largeur de trait : 0.8 pt\n• nom du symbole : circle\n• style de trait : ligne continue\n• taille : 12 pt;03-50_001;psmv;symbole
03;51;001;Immeuble ou partie d’immeuble dont la démolition peut être imposée à l’occasion d’opérations d’aménagement publiques ou privées;S;PSC-S_03-51_001;Remplissage simple\n• couleur de remplissage : RVB 250,240,50 (#faf032)\n• couleur de trait : RVB 102,102,102 (#666666)\n• largeur de trait : 0.8 pt\n• style de trait : ligne continue;;;;;;;03-51_001;psmv;symbole
04;00;001;Périmètre issu des PDU sur obligation de stationnement;S;PSC-S_04-00_001;Remplissage simple\n• couleur de trait : RVB 255,85,0 (#ff5500)\n• largeur de trait : 1.5 pt\n• style de remplissage : pas de remplissage\n• style de trait : ligne continue;;;;;;;04-00_001;plu;symbole
05;00;001;Emplacement réservé : Remarque : sauf lot de données antérieurs au standard v2017, utiliser impérativement les sous-codes suivants;S;PSC-S_05-00_001;Motif de lignes\n• espacement : 5 pt\n• rotation : 135°\n\n    Ligne simple\n    • couleur : RVB 255,0,0 (#ff0000)\n    • largeur de trait : 0.8 pt\n    • style de cap : plat\n    • style de jointure : angle droit\n    • style de trait : ligne continue\n\nMotif de lignes\n• espacement : 5 pt\n• rotation : 45°\n\n    Ligne simple\n    • couleur : RVB 255,0,0 (#ff0000)\n    • largeur de trait : 0.8 pt\n    • style de cap : plat\n    • style de jointure : angle droit\n    • style de trait : ligne continue\n\nLigne simple\n• couleur : RVB 255,0,0 (#ff0000)\n• largeur de trait : 0.8 pt\n• style de trait : ligne continue;;;;;;;05-00 à 06_001 & 08_001;psmv;symbole
05;01;001;Emplacement réservé aux voies publiques;S;PSC-S_05-01_001;;;;;;;;05-01_001;psmv;sous-code
05;02;001;Emplacement réservé aux ouvrages publics;S;PSC-S_05-02_001;;;;;;;;05-02_001;psmv;sous-code
